	SYMBOL	adj.P.Val	FC	CHR	CHRLOC	mean.NF	mean.WD
219244_s_at	MRPL46	0.0546826906834196	-1.22438548822356	chr15	89002708	179.958463092094	146.97859850756
203016_s_at	SSX2IP	0.0547479130302287	1.170011796681	chr1	85111239	6.01687053245077	7.03980950206968
207283_at	NA	0.0547744683994375	1.34834540628278	NA	NA	168.352277634888	226.997020186244
201037_at	PFKP	0.0547832865231412	-1.42633897755869	chr10	3178641	148.688044055198	104.244535411695
222120_at	ZNF764	0.0547852957835565	1.12022992274023	chr16	30565084	9.7080234981561	10.8752184132997
218801_at	UGGT2	0.0548196285130007	1.22728537861103	chr13	96453833	97.8898614370096	120.138795655901
208394_x_at	ESM1	0.0548532839072096	1.36107322132049	chr5	54274268	4.62941953673308	6.3009789617053
208994_s_at	PPIG	0.0548629934538974	-1.19550774203734	chr2	170492922	219.475635045253	183.583616674226
208766_s_at	HNRNPR	0.0549339799782652	1.20585529781178	chr1	23636874	600.054401463014	723.57877897945
217047_s_at	FAM13A	0.0549700401043137	-1.41267096984882	chr4	89647800	1046.61568077819	740.877177429497
222196_at	NA	0.0549970217151056	1.12465742642917	NA	NA	4.57846408370324	5.14920363337605
41329_at	C1orf112;SCYL3	0.0551030651297934	1.27857256080129	chr1	169822214	26.8503113459086	34.3300713358504
205884_at	ITGA4	0.0551148121890692	1.29364207904491	chr2	182400158	4.72367238585578	6.11074136596551
209619_at	CD74	0.0551148121890692	1.39256357543068	chr5	149781299	4407.95909122451	6138.36327242776
209543_s_at	CD34	0.0551352148573589	-1.5759539891658	chr1	208059883	124.756945562655	79.1628095872854
205883_at	ZBTB16	0.0551352148573589	-1.8230412057763	chr11	113933947	904.111636718609	495.935930495662
204176_at	KLHL20	0.0551426339317695	1.33355947816271	chr1	173754885	18.2361224964939	24.3189540001356
201413_at	HSD17B4	0.0551426339317695	1.14900815593313	chr5	118877599	1122.73786916761	1290.03496864857
218495_at	UXT	0.0553421533440335	1.14488376652125	chrX	47516581	625.692457431971	716.345137348653
204079_at	TPST2	0.0553421533440335	-1.37548615958502	chr22	26936754	142.732014495111	103.768411990545
213355_at	ST3GAL6	0.0553883961030093	-1.33407401194677	chr3	98513351	8.00352531538992	5.99931131535246
208935_s_at	LGALS8	0.0556268958207949	-1.24210252328154	chr1	236711539	201.474169812993	162.204138576833
206036_s_at	REL	0.0556448480569634	-1.53199783638143	chr2	61148897	122.981154485181	80.2750183875335
219435_at	CTC1	0.0557199226160076	1.22703367026513	chr17	8131135	8.37381623668901	10.2749544710302
205633_s_at	ALAS1	0.0558066519907153	-1.32816688029518	chr3	52248035	422.698977707698	318.257429829718
222286_at	PSIP1	0.0558066519907153	1.10942822386128	chr9	15466333	6.45045957931523	7.15632191416865
219968_at	ZNF589	0.0558110550247282	1.06973530241638	chr3	48309407	4.62364445286347	4.9460756970497
40446_at	PHF1	0.0558708695631074	-1.22222573050684	chr6	33383586	398.329461604133	325.90498764819
218562_s_at	TMEM57	0.0559108468257908	-1.189074693833	chr1	25784881	29.3584210559354	24.6901403319737
206245_s_at	IVNS1ABP	0.0559550345082732	1.29912553003333	chr1	185266967	610.498110653211	793.113681586699
221449_s_at	ITFG1	0.0559550345082732	-1.32430023491372	chr16	47345150	373.634856727381	282.137574907039
213681_at	NA	0.056048181356941	1.11500071753778	NA	NA	8.96639415318109	9.9975359145235
211631_x_at	B4GALT1	0.0561099527517263	-1.21318554781825	chr9	33166755	6.16393449179797	5.08078463585638
218987_at	ATF7IP	0.0561597790724683	-1.35218012297635	chr12	14613428	103.277136347921	76.3782388108127
219370_at	RPRM	0.0561597790724683	1.43799219819717	chr2	154334440	5.28619668336252	7.60150958881103
203525_s_at	APC	0.0561597790724683	1.22134065370719	chr5	112175283	97.8820163900123	119.547285883955
206363_at	MAF	0.0561597790724683	1.37066023279565	chr16	79632681	115.708177681585	158.596597757402
201546_at	TRIP12	0.0561597790724683	-1.12019442701084	chr2	230723487	827.100607107718	738.354509863773
220371_s_at	SLC12A9	0.0562202157149742	1.14220360829231	chr7	100463340	28.5712494006601	32.6341841588534
209715_at	CBX5	0.0562202157149742	1.41738341557439	chr12	54635410	31.3861964747454	44.4862743612635
202766_s_at	FBN1	0.0563606069971647	1.31513801333795	chr15	48702456	4933.53412894408	6488.27827307448
205503_at	PTPN14	0.0564085740817071	-1.05418834919209	chr1	214556653	4.81660412513477	4.56901665516045
204628_s_at	ITGB3	0.056481039746241	-1.11399047260017	chr17	45387504	18.8017366692086	16.8778253779167
214845_s_at	CALU	0.0564822380769149	1.49697554196751	chr7	128407509	109.848648034225	164.440739425432
218155_x_at	SRR;TSR1	0.0565281596884006	1.19391397157658	chr17	2225962	378.909831576009	452.385741886326
212800_at	STX6	0.0565699999021776	1.17035173430236	chr1	180942745	5.23007763743126	6.12103043350367
215987_at	RAPGEF2	0.0567657445174224	-1.08777174786385	chr4	160280415	5.05695715453758	4.64891385942717
212417_at	SCAMP1	0.0567696126831031	1.42962288426825	chr5	77771326	56.6988528875501	81.0579775998006
209396_s_at	CHI3L1	0.0567734084172613	2.42078583850893	chr1	203148322	63.2253284457145	153.054979736461
202700_s_at	EPHX1;TMEM63A	0.0568082468181362	-1.12333680964395	chr1	226033239	69.9430081084811	62.2636127544423
213285_at	TMEM30B	0.0568494908276998	1.60911296171808	chr14	61744400	11.5717592265471	18.6202677613178
200963_x_at	RPL31	0.0569552714028496	1.08264538124833	chr2	101620619	14951.6140330104	16187.2958750463
208141_s_at	DOHH	0.0570768522238068	1.15389453855715	chr19	3490821	210.898717521763	243.354878337069
212194_s_at	TM9SF4	0.057168135653372	1.21192293074215	chr20	30754035	72.8687384243781	88.3112950307551
203159_at	GLS	0.057168135653372	1.28428378960754	chr2	191827555	239.282978863069	307.307250882843
210152_at	LILRB4	0.057168135653372	1.24236683900163	chr19	55175636	12.3458595956612	15.3380865606196
208015_at	SMAD1	0.0572811937450941	1.20621308715368	chr4	146459730	11.4824386231426	13.8502677396735
212061_at	U2SURP	0.0572929531501736	1.36220224576819	chr3	142778338	50.8339849568775	69.2461684696051
208744_x_at	HSPH1	0.0573391734402672	-1.42798446097761	chr13	31710863	136.323643491316	95.4657751653599
212341_at	YIPF6	0.0573945804903992	1.11345547349131	chrX	67752441	553.58145409801	616.388300088705
212308_at	CLASP2	0.0573945804903992	1.23386361595399	chr3	33537736	11.5826138892047	14.2913658555331
210129_s_at	ARPC4-TTLL3;TTLL3	0.0574469075996835	1.24277112628227	chr3	9870643	46.1756125743496	57.3857180457982
202515_at	DLG1	0.0575369339128417	-1.15571752777705	chr3	196769768	604.218197033761	522.807850977161
221649_s_at	PPAN	0.0575771142815371	1.17571990346489	chr19	10221784	46.1344312056393	54.2411690035018
219315_s_at	TMEM204	0.0576154129229078	-1.46208661215684	chr16	1583657	209.80800096205	143.499023394069
218497_s_at	RNASEH1	0.057698146390738	-1.17324456243867	chr2	3593167	116.197268828516	99.0392562203673
201300_s_at	PRNP	0.057698146390738	1.29974660464724	chr20	4679856	1227.23648473692	1595.09645413604
203859_s_at	PALM	0.0577330050801601	-1.55936460821421	chr19	746284	295.994515414365	189.817387065966
203376_at	CDC40	0.0578013763163837	1.12834657554175	chr6	110552596	192.783918112587	217.527073821858
213021_at	GOSR1	0.0578295597426122	1.15553161807473	chr17	28852707	96.7205511502507	111.763654971729
203952_at	ATF6	0.0578712346613394	1.24953444247188	chr1	161928547	119.943297129696	149.873280907194
205991_s_at	PRRX1	0.057876137545997	1.80025963014014	chr1	170705188	68.7234669625178	123.72008321589
219717_at	DCAF16	0.057876137545997	1.33629912938859	chr4	17804653	19.290596309835	25.7780070542192
202863_at	SP100	0.0578867709703399	1.17266223197105	chr2	231334729	144.828457032149	169.834861676243
217908_s_at	DCAF6	0.0579521581184586	-1.20618882894071	chr1	168044608	406.521125547563	337.029423415049
221675_s_at	CHPT1	0.0581160436975531	-1.37071417060786	chr12	102091469	909.283715709304	663.364934285364
218235_s_at	UTP11L	0.0581223970513502	-1.21900846847167	chr1	38489216	125.93041757559	103.305613400271
200962_at	NA	0.0582639032706959	1.52582247888512	NA	NA	31.4940129491617	48.0542729081301
205599_at	TRAF1	0.0582767485849876	1.13401659153347	chr9	123666695	4.55982954042421	5.17092235340547
211452_x_at	LRRFIP1	0.0582856418728283	1.21839657472692	chr2	238672594	2082.14509415656	2536.87845080481
219657_s_at	KLF3	0.0583127301185054	-1.2192774527653	chr4	38690205	65.5314260560927	53.7461148875248
204444_at	KIF11	0.058452205624255	1.40890535703775	chr10	94413421	6.53531306620401	9.20763758889364
201883_s_at	B4GALT1	0.0585934458060335	-1.28485420484625	chr9	33111916	494.930917363701	385.203951932371
215723_s_at	PLD1	0.0586475188493956	-1.1100379503752	chr3	171329255	5.53622915566011	4.98742331628285
207438_s_at	SNUPN	0.0586867278027166	1.26355332169575	chr15	75890426	130.592518242155	165.010610213487
204701_s_at	STOML1	0.0587408113940966	1.23630683789484	chr15	74275789	36.7592145752124	45.4456683349786
202800_at	SLC1A3	0.0587408113940966	-1.43875686169549	chr5	36686663	494.05711521429	343.39166565786
205238_at	TRMT2B	0.0588393993954801	1.23457905301384	chrX	100264767	8.99028460349541	11.0992170521083
217920_at	MAN1A2	0.0588441784081143	-1.16380187876758	chr1	118067717	28.3234093640426	24.3369682424263
203405_at	PSMG1	0.0588842850702306	-1.19079837154922	chr21	40547383	127.777374207642	107.303954439746
201675_at	AKAP1	0.0589117832399411	-1.55171574082789	chr17	55182801	876.383842783763	564.783754991221
210588_x_at	HNRNPH3	0.0590854977405659	-1.18410018090073	chr10	70101734	713.805635107856	602.82537459362
215537_x_at	DDAH2	0.0590932757470531	-1.50287349023649	chr6	31694816	627.419261429165	417.479758279876
214234_s_at	CYP3A5	0.0591407368131286	1.20087435936015	chr7	99257841	6.63327500741895	7.96572987499392
221139_s_at	CSAD	0.0591464689895959	1.49491086049986	chr12	53551477	339.540051824784	507.582111047552
211071_s_at	MLLT11	0.0592220867837256	1.37211835909544	chr1	151039694	33.8707228059762	46.4746405979125
219559_at	SLC17A9	0.0593347430654277	1.30633689656164	chr20	61598054	29.8351756598905	38.9747907799127
217898_at	EMC7	0.0593347430654277	-1.18061453595708	chr15	34376222	658.876479605942	558.079254099489
206513_at	AIM2	0.05940801524333	1.5144249164406	chr1	159035699	5.34365972865978	8.09257143806263
201876_at	PON2	0.0595993297471868	1.20636517149088	chr7	95034252	658.001776430481	793.790425864855
212724_at	RND3	0.0595993297471868	-1.37885653140534	chr2	151325295	1849.47331371249	1341.30946301389
200972_at	TSPAN3	0.0596731344635595	-1.22142749483263	chr15	77338369	3171.67439171123	2596.69477322993
201635_s_at	FXR1	0.0597803342242187	-1.27741844791414	chr3	180693909	414.990850159174	324.866805264004
200842_s_at	EPRS	0.0598675231079941	1.21182219757575	chr1	220170324	216.877506181295	262.816976145366
2028_s_at	E2F1	0.0600394464644586	1.04590235327376	chr20	32263932	4.68625234065604	4.90136235112682
213045_at	MAST3	0.0601083430215239	-1.29528469589187	chr19	18260929	19.1020821765645	14.7474005036489
204920_at	CPS1	0.0601431880555944	1.25842179416555	chr2	211542610	11.3744472931089	14.3138523702357
213430_at	NA	0.0602269197973173	-1.08754428605489	NA	NA	7.69828941606837	7.07859855895539
203202_at	GLIPR1;KRR1	0.0602269197973173	1.53183179315448	chr12	75892166	174.515338605502	267.328144069027
207785_s_at	RBPJ	0.0602527055962679	1.23999992637963	chr4	26432806	470.720967811248	583.693965431296
217967_s_at	FAM129A	0.0602721215146929	1.39860267400055	chr1	184763140	454.740719467497	636.001586224174
217094_s_at	ITCH	0.0603411531933068	-1.16276001193573	chr20	33027959	29.2310003528136	25.1393237235176
210793_s_at	NUP98	0.0603907552884381	-1.55408153242875	chr11	3733107	57.979680180362	37.3080040979254
212209_at	MED13L	0.0603917095652909	1.25190826881216	chr12	116396380	278.474849288135	348.624966480034
218249_at	ZDHHC6	0.0603917095652909	1.1575348943705	chr10	114190057	235.227555673045	272.284103809027
219114_at	C3orf18	0.0604053030369537	-1.24937106904541	chr3	50595462	15.8330870624137	12.6728459259994
212269_s_at	MCM3AP	0.0604330996128375	1.28386928055899	chr21	47703981	285.475730573546	366.51352082851
203801_at	MRPS14	0.0605070220215983	1.36047920405799	chr1	174982093	77.5871555099878	105.555711573352
219518_s_at	PDIA3;ELL3	0.0605394471943474	1.11936670336316	chr15	44064817	4.81314522271235	5.38767450075568
207034_s_at	GLI2	0.0605444792430565	1.09431786794474	chr2	121745783	4.87186149935017	5.33136508889091
220868_s_at	SLC7A10	0.0605444792430565	-2.26010550093887	chr19	33701707	121.034896683052	53.5527640779482
201385_at	DHX15	0.0605444792430565	1.12006178921555	chr4	24529133	1040.91959286369	1165.89426161242
204646_at	DPYD	0.0605444792430565	1.30595303464618	chr1	97543301	261.258172542373	341.190903257825
212103_at	KPNA6	0.0605444792430565	-1.34086474903832	chr1	32638100	250.370257145093	186.72297659004
203658_at	SLC25A20	0.0605444792430565	-1.30900286007785	chr3	48894363	223.991039806876	171.115775708507
202043_s_at	SMS	0.0606850400620885	1.20210145477088	chrX	22012429	298.383416765091	358.68713937282
206150_at	CD27	0.0608032135486872	1.6309360487225	chr12	6560433	10.3786431248995	16.9269032092244
200856_x_at	NCOR1	0.0608353344752948	1.09451446392681	chr17	15933414	15.1628663170748	16.5959764986269
217790_s_at	SSR3	0.0608494202180898	1.57200297044696	chr3	156259022	46.6704966121735	73.3661593065717
212447_at	KBTBD2	0.0608926009580627	-1.21340096202881	chr7	32907777	261.881477416523	215.824352882214
221986_s_at	KLHL24	0.0609852662888483	-1.24034606701792	chr3	183368083	39.7926283005693	32.0818756625239
203518_at	LYST	0.0610160449759149	-1.27116065835139	chr1	235971754	58.0053760006066	45.6318212961655
33197_at	MYO7A	0.061051108523785	1.17748939786645	chr11	76925750	8.76791193838085	10.3241233488701
215891_s_at	GM2A	0.0612708776135878	1.31300742989692	chr5	150646291	7.5051089138898	9.85426376612292
202123_s_at	ABL1	0.0613327818275674	-1.24215102024598	chr9	133759355	789.70723736021	635.757830158066
202015_x_at	METAP2	0.0613327818275674	1.10559605158471	chr12	95907427	5.17071987081601	5.71672747302477
218273_s_at	PDP1	0.061543310972304	-1.30789296375428	chr8	94934633	17.9953384037638	13.75902990724
209470_s_at	GPM6A	0.061543310972304	-1.20765677349918	chr4	176554601	5.94569729324544	4.92333370185784
218418_s_at	KANK2	0.0615518489238368	-1.29749685111921	chr19	11275414	740.07360939283	570.385668955147
207536_s_at	TNFRSF9	0.0616000782782048	1.11385389612054	chr1	7980707	5.15153181685861	5.7380537851969
212508_at	MOAP1	0.0616822269580256	-1.23872263737661	chr14	93649418	482.276179322808	389.333467211176
216813_at	NA	0.0617755032425251	-1.4907178201344	NA	NA	38.496948829963	25.8244372677401
214862_x_at	NA	0.0618014411760423	1.36269963266491	NA	NA	5.08747280999577	6.93269732937398
218056_at	BFAR	0.0618227492187816	1.20208897444957	chr16	14761491	143.260183058967	172.211486532812
219759_at	ERAP2	0.0618956037520877	1.97278012095714	chr5	96215267	23.1375719774984	45.6453420444239
213241_at	PLXNC1	0.0618956037520877	1.65196926052685	chr12	94699550	75.7114995820607	125.073069977955
218648_at	CRTC3	0.0621027504445229	-1.15434671627414	chr15	91185166	786.439329135157	681.285196248078
200047_s_at	YY1	0.0621312878926876	1.20870311952395	chr14	100705490	1164.77892364418	1407.87191856447
209227_at	TUSC3	0.06216593574355	1.32940186904666	chr8	15621711	6.22795570576054	8.27945595557785
210046_s_at	IDH2	0.0622004013635845	1.29098847093878	chr15	90627209	248.227848136595	320.459290110285
209152_s_at	TCF3	0.0622004013635845	1.0994330457725	chr19	1610005	7.79182518054208	8.5665900903702
201193_at	IDH1	0.062210183006433	-1.23945825567886	chr2	209100952	2159.36208819251	1742.18218185154
219878_s_at	KLF13	0.0622561152067199	-1.37508770832791	chr15	31619396	27.126054190502	19.7267810818314
201230_s_at	ARIH2	0.0622561152067199	-1.17327986666972	chr3	49021493	207.329168395596	176.709048101273
212835_at	FAM175B	0.0622561152067199	1.15984112450544	chr10	126523091	10.3158080850447	11.9646984495405
205441_at	OCEL1	0.0622592489016237	-1.29546754604384	chr19	17339611	28.8440314213106	22.2653446698806
217845_x_at	HIGD1A	0.0622841789715715	-1.13311607846266	chr3	42826188	1845.84172338004	1628.99614475894
217097_s_at	PHTF2	0.0622841789715715	1.16035890170881	chr7	77569346	5.87638184904647	6.81871198838117
209212_s_at	KLF5	0.0623404458256244	-1.44147290623793	chr13	73635998	13.4722062589522	9.34613907805802
218367_x_at	USP21	0.0623951845761689	1.31792917951534	chr1	161130409	85.2553957409941	112.360573758184
218533_s_at	UCKL1	0.0625078978865032	1.38182213349681	chr20	62571185	99.2511017388731	137.147369156718
202853_s_at	RYK	0.0625078978865032	-1.2626624019218	chr3	133876601	358.877781578519	284.223067885999
220985_s_at	RNF170	0.0625395792075739	1.18551497426353	chr8	42710850	31.2816426405074	37.084855769882
217778_at	SLC39A1	0.0625395792075739	1.10786091986188	chr1	153932174	175.431972290011	194.354226194396
204565_at	ACOT13	0.0625395792075739	-1.38855223302693	chr6	24667297	411.196701507411	296.133405519095
202708_s_at	HIST2H2BE	0.0625823599178483	1.65738368146655	chr1	149857244	20.1589315016049	33.4110841065621
203247_s_at	ZNF24	0.0625823599178483	-1.18691813489906	chr18	32917176	173.079242159689	145.822392522806
219590_x_at	DPH5;AC093157.1	0.0627806343406841	1.19503403007493	chr1	101455516	138.767147743493	165.831463809908
205456_at	CD3E	0.0629674778749492	1.39562247733903	chr11	118186200	4.62205766055622	6.45064756262931
212822_at	HEG1	0.0629674778749492	-1.31501398005931	chr3	124686301	290.600301132825	220.986472797587
219151_s_at	RABL2B	0.0630916647555989	1.12330889048482	chr22	51206139	50.7010315379531	56.9529194833337
217549_at	NA	0.0630921930121092	1.35718774152164	NA	NA	45.1010345671764	61.2105712445155
208022_s_at	CDC14B	0.063179316344717	-1.58804667599399	chr9	99265138	80.3765053190922	50.6134401048273
216126_at	LINC00663	0.063179316344717	-1.06006851854748	chr19	19867323	6.03141418441148	5.68964560203692
220761_s_at	TAOK3	0.0632917797182625	1.15540950008979	chr12	118599592	195.19318271406	225.528057660587
206165_s_at	CLCA2	0.0633370203768807	1.42579399210498	chr1	86920767	4.56346270943251	6.50655771430396
213982_s_at	RABGAP1L	0.0633531670502693	1.34497548088877	chr1	174927027	124.659431042677	167.663878213945
218221_at	ARNT	0.0633661507087886	1.2123847765588	chr1	150782570	155.369618035073	188.367759645478
